id,label,hierarchy,description
901,"Fabricação de Maquinários de Agricultura, Construção e Mineração","Fabricação > Fabricação de Maquinários > Fabricação de Maquinários de Agricultura, Construção e Mineração","Esta indústria inclui entidades que fabricam um ou mais dos seguintes: 1. Máquinas e equipamentos agrícolas, equipamentos de corte de energia e outros equipamentos de gramado e jardim em casa;"
147,Fabricação de Maquinários de Automação,Fabricação > Fabricação de Maquinários > Fabricação de Maquinários de Automação,"Essa indústria inclui entidades que usam sistemas de controle para máquinas, processos em fábricas e interfaces de máquina humana com intervenção humana mínima ou reduzida."
3247,Fabricação de Robôs,Fabricação > Fabricação de Maquinários > Fabricação de Maquinários de Automação > Fabricação de Robôs,Esta indústria inclui entidades que fabricam robôs autônomos ou semi-autônomos.
918,Fabricação de Maquinário da Indústria Comercial e de Serviços,Fabricação > Fabricação de Maquinários > Fabricação de Maquinário da Indústria Comercial e de Serviços,"Esta indústria inclui entidades que fabricam máquinas da indústria comercial e de serviços, como instrumentos ópticos, equipamentos fotográficos e de fotocópia, máquinas automáticas de venda automática, lavanderia comercial e máquinas de seca, máquinas de escritório, equipamentos de manutenção automotiva (exceto a mão -de -mecânica, que estão em indústrias separadas),"
935,Fabricação de Equipamentos para Motores e Transmissão de Energia,Fabricação > Fabricação de Maquinários > Fabricação de Equipamentos para Motores e Transmissão de Energia,"Esse setor inclui entidades que fabricam turbinas, equipamentos de transmissão de energia e motores de combustão interna (exceto automotivo, gasolina e aeronaves, que estão em indústrias separadas)."
3241,Fabricação de Equipamentos de Energia Renovável,Fabricação > Fabricação de Maquinários > Fabricação de Equipamentos para Motores e Transmissão de Energia > Fabricação de Equipamentos de Energia Renovável,Este setor inclui entidades que fabricam máquinas e equipamentos de energia renovável.
923,Fabricação de Equipamentos HVAC e de Refrigeração,Fabricação > Fabricação de Maquinários > Fabricação de Equipamentos HVAC e de Refrigeração,"Essa indústria inclui entidades que fabricam ventilação, aquecimento, ar-condicionado e equipamentos de refrigeração comercial ou industrial e freezer."
135,Fabricação de Maquinários Industriais,Fabricação > Fabricação de Maquinários > Fabricação de Maquinários Industriais,"Esta indústria inclui entidades que fabricam máquinas industriais, como máquinas de fabricação de alimentos e bebidas, máquinas de fabricação de semicondutores, serraria e máquinas de madeira (exceto o computador de mão), máquinas para fabricar produtos e produtos de papel, impressão e encadernação e equipamentos, maquinaria e têxteis e e produtos de papel e produtos, impressão e encadernação, equipamentos, têxteis e e textiles e e maquinários e equipamentos e equipamentos, fabricação de têxteis e papel e equipamentos para fabricação de papel e papel, impressão e encadernação, fabricação de têxteis e textiles e textiles e textiles e textiles e textiles e têxteis e textiles e têxteis e têxteis e equipamentos de fabricação de papel e papel, impressão e equipamento, fabricação de têxteis e e textil"
928,Fabricação de Maquinários para Metalurgia,Fabricação > Fabricação de Maquinários > Fabricação de Maquinários para Metalurgia,"Esta indústria inclui entidades que fabricam máquinas de metalworking, como corte de metal e metal ferramentas de máquinas;"
17,Fabricação de Equipamentos Médicos,Fabricação > Fabricação de Equipamentos Médicos,Este setor inclui entidades que fabricam equipamentos e suprimentos médicos.
679,Fabricação de Produtos Petrolíferos e de Carvão,Fabricação > Fabricação de Produtos Petrolíferos e de Carvão,"Essa indústria inclui entidades que transformam petróleo bruto e carvão em produtos utilizáveis, além de entidades que processam ainda mais produtos de petróleo e carvão para produzir produtos como revestimentos de asfalto e óleos lubrificantes para petróleo."
61,Fabricação de Papel e Produtos Florestais,Fabricação > Fabricação de Papel e Produtos Florestais,"Este setor inclui entidades que produzem produtos de papel de celulose, papel ou convertido."
743,Fabricação de Produtos de Plástico e Borracha,Fabricação > Fabricação de Produtos de Plástico e Borracha,"Esse setor inclui entidades que produzem mercadorias processando materiais de plásticos e borracha crua, geralmente restringidos a produtos feitos apenas de plásticos ou borracha."
146,Fabricação de Embalagens e Recipientes,Fabricação > Fabricação de Produtos de Plástico e Borracha > Fabricação de Embalagens e Recipientes,Esta indústria inclui entidades que convertem resinas de plásticos em plásticos de embalagem (flexível) e folha de embalagens.
117,Fabricação de Plásticos,Fabricação > Fabricação de Produtos de Plástico e Borracha > Fabricação de Plásticos,"Essa indústria inclui entidades que processam resinas de plásticos novos ou gastos (como reciclados) em produtos intermediários ou finais, usando processos como moldagem por compressão, moldagem por extrusão, moldagem por injeção, moldagem por sopro e fundição."
763,Fabricação de Produtos de Borracha,Fabricação > Fabricação de Produtos de Plástico e Borracha > Fabricação de Produtos de Borracha,"Essa indústria inclui entidades que processam materiais de borracha naturais, sintéticos ou recuperados em produtos intermediários ou finais usando processos, como vulcanização, cimentação, moldagem, extrusão e corte de torno."
807,Fabricação de Metais Primários,Fabricação > Fabricação de Metais Primários,"Essa indústria inclui entidades que cheiram e/ou refinam metais ferrosos e não ferrosos de minério, porco ou sucata, usando técnicas metalúrgicas eletrometalúrgicas e outras técnicas de processo."
83,Serviços de Impressão,Fabricação > Serviços de Impressão,"Esta indústria inclui entidades que impressam em produtos de vestuário e têxteis, papel, metal, vidro, plásticos e outros materiais, exceto tecido (gray bens)."
20,Fabricação de Produtos Esportivos,Fabricação > Fabricação de Produtos Esportivos,Esta indústria inclui entidades que fabricam produtos esportivos e esportivos (exceto vestuário e calçados).
60,Fabricação de têxteis,Fabricação > Fabricação de têxteis,"Essa indústria inclui entidades que transformam uma fibra básica (natural ou sintética) em um produto, como fios ou tecido que é fabricado em itens utilizáveis, como folhas, toalhas e sacos têxteis para consumo individual ou industrial."
21,Fabricação de Tabaco,Fabricação > Fabricação de Tabaco,Esse setor inclui entidades que caem e rediry de tabaco e/ou fabrica cigarros e outros produtos de tabaco.
1029,Fabricação de Equipamentos de Transporte,Fabricação > Fabricação de Equipamentos de Transporte,Este setor inclui entidades que fabricam equipamentos para transportar pessoas e mercadorias.
52,Fabricação de Componentes Aeroespaciais e Aeronáticos,Fabricação > Fabricação de Equipamentos de Transporte > Fabricação de Componentes Aeroespaciais e Aeronáticos,"Esta indústria inclui entidades que: 1. Fabricular aeronaves, mísseis ou veículos espaciais completos;"
1,Fabricação Espacial e de Defesa,Fabricação > Fabricação de Equipamentos de Transporte > Fabricação Espacial e de Defesa,Esse setor inclui entidades que fabricam mísseis guiados completos e veículos espaciais e/ou desenvolvem protótipos.
53,Fabricação de Veículos Motorizados,Fabricação > Fabricação de Equipamentos de Transporte > Fabricação de Veículos Motorizados,"Essa indústria inclui entidades que fabricam automóveis completos, veículos a motor leves e caminhões pesados (como corpo e chassi ou unibody) ou fabrica apenas chassi de veículos a motor."
3253,Fabricação de Veículos Motorizados de Combustível Alternativo,Fabricação > Fabricação de Equipamentos de Transporte > Fabricação de Veículos Motorizados > Fabricação de Veículos Motorizados de Combustível Alternativo,"Essa indústria inclui entidades que fabricam veículos automotores alimentados por combustíveis além da gasolina ou diesel, como eletricidade, gás natural, propano, hidrogênio e biocombustíveis."
1042,Fabricação de Peças de Veículos Motorizados,Fabricação > Fabricação de Equipamentos de Transporte > Fabricação de Peças de Veículos Motorizados,"Esta indústria inclui entidades que fabricam motores a gasolina de veículos automotores e peças de motor, equipamentos elétricos e eletrônicos de veículos a motor, direção de veículos a motor e componentes de suspensão (exceto molas), sistemas de freio de veículo a motor, transmissão de veículos a motor e peças de trem de energia, assento de veículo a motor e interior"
62,Fabricação de Equipamentos Ferroviários,Fabricação > Fabricação de Equipamentos de Transporte > Fabricação de Equipamentos Ferroviários,"Esta indústria inclui entidades que: 1. Fabricar e/ou reconstruir locomotivas, quadros de locomotivas e peças;"
58,Construção Naval,Fabricação > Fabricação de Equipamentos de Transporte > Construção Naval,Esse setor inclui entidades que operam estaleiros ou estaleiros (como instalações de fabricação de navios ou barcos).
784,Fabricação de Produtos de Madeira,Fabricação > Fabricação de Produtos de Madeira,"Essa indústria inclui entidades que fabricam produtos de madeira, como madeira, compensado, facetas, recipientes de madeira, piso de madeira, treliças de madeira, casas fabricadas (como casas móveis) e edifícios de madeira pré -fabricados."
332,"Petróleo, Gás e Mineração","Petróleo, Gás e Mineração","Essa indústria inclui entidades que extraem sólidos minerais que ocorrem naturalmente, como carvão e minérios;"
56,Mineração,"Petróleo, Gás e Mineração > Mineração","Essa indústria inclui entidades que minas, desenvolvem locais de minas e preparam minerais metálicos e minerais não metálicos, incluindo carvão."
341,Mineração de Carvão,"Petróleo, Gás e Mineração > Mineração > Mineração de Carvão","Esta indústria inclui entidades que: 1. Mina carvão betuminoso, antracito e linhita por mineração subterrânea, mineração de trouter, mineração de faixas, mineração de bancos de Culm e outras minerações de superfície;"
345,Mineração de Minério de Metal,"Petróleo, Gás e Mineração > Mineração > Mineração de Minério de Metal","Essa indústria inclui entidades que desenvolvem mineiros ou minerais metálicos de minas, e aquelas que vestem minério ou benéficas (por exemplo, esmagamento, moagem, lavagem, seca, sinterização, concentrado, calcina e lixiviação)."
356,Mineração Mineral Não-Metálica,"Petróleo, Gás e Mineração > Mineração > Mineração Mineral Não-Metálica","Essa indústria inclui entidades que desenvolvem mineiros de minas ou minerais não metálicos de minas ou pedrelas (exceto combustíveis, que estão em uma indústria separada)."
57,Petróleo e Gás,"Petróleo, Gás e Mineração > Petróleo e Gás",Este setor inclui entidades que operam e/ou desenvolvem propriedades de campo de petróleo e gás.
3096,Extração de Gás Natural,"Petróleo, Gás e Mineração > Petróleo e Gás > Extração de Gás Natural","Esta indústria inclui entidades que se concentram na exploração, desenvolvimento e/ou produção de gás natural a partir de poços nos quais os hidrocarbonetos fluirão inicialmente ou podem ser produzidos usando técnicas de perfuração e extração normais ou aprimoradas ou a recuperação de hidrocarbonetos líquidos do óleo e"
3095,Extração de Petróleo,"Petróleo, Gás e Mineração > Petróleo e Gás > Extração de Petróleo","Essa indústria inclui entidades que se concentram na exploração, desenvolvimento e/ou produção de petróleo a partir de poços nos quais os hidrocarbonetos fluirão inicialmente ou podem ser produzidos usando técnicas de perfuração e extração normais ou aprimoradas ou na produção de petróleo bruto a partir de folhões de superfície"
1810,Serviços Profissionais,Serviços Profissionais,"Esse setor inclui entidades que realizam atividades profissionais, científicas e técnicas para outras pessoas, incluindo aconselhamento e representação jurídicos;"
47,Contabilidade,Serviços Profissionais > Contabilidade,"Esse setor inclui entidades que fazem auditorias de registros contábeis, projetam sistemas de contabilidade, preparam demonstrações financeiras, desenvolvem orçamentos, preparam declarações fiscais, folha de pagamento de processos e realizam contabilidade e cobrança."
80,Serviços de Publicidade,Serviços Profissionais > Serviços de Publicidade,"Esse setor inclui entidades que fornecem publicidade, relações públicas e serviços relacionados, como a compra de mídia, representação independente da mídia, anúncios ao ar livre, publicidade de mala direta e serviços de distribuição de materiais de anúncio."
148,Serviços de Relações Governamentais,Serviços Profissionais > Serviços de Publicidade > Serviços de Relações Governamentais,"Esse setor inclui entidades destinadas a impactar as políticas públicas em todos os níveis de governança (local, regional, nacional e internacional), a fim de promover os interesses de uma organização ou grupo de organizações específicas."
98,Serviços de Relações Públicas e Comunicações,Serviços Profissionais > Serviços de Publicidade > Serviços de Relações Públicas e Comunicações,"Esse setor inclui entidades que projetam e implementam campanhas de relações públicas, como campanhas para promover os interesses e a imagem de seus clientes."
97,Pesquisa de Mercado,Serviços Profissionais > Serviços de Publicidade > Pesquisa de Mercado,"Esse setor inclui entidades que se reúnem sistematicamente, registram, tabulam e apresentam dados de marketing e opinião pública."
50,Arquitetura e Planejamento,Serviços Profissionais > Arquitetura e Planejamento,"Esta indústria inclui entidades que planejam e projetam edifícios e estruturas residenciais, institucionais, de lazer, comerciais e industriais, aplicando conhecimento de projeto, procedimentos de construção, regulamentos de zoneamento, códigos de construção e materiais de construção."
3246,Arquitetura e Design Acessíveis,Serviços Profissionais > Arquitetura e Planejamento > Arquitetura e Design Acessíveis,"Essa indústria inclui entidades que planejam e projetam edifícios e estruturas residenciais, institucionais, de lazer, comerciais e industriais que podem ser acessadas, compreendidas e usadas por todas as pessoas, independentemente de sua capacidade, incapacidade ou comprometimento."
11,Consultoria e Serviços de Negócios,Serviços Profissionais > Consultoria e Serviços de Negócios,"Esse setor inclui entidades que fornecem consultoria e assistência a empresas e outras organizações em questões administrativas e operacionais, como planejamento estratégico e organizacional;"
86,Serviços Ambientais,Serviços Profissionais > Consultoria e Serviços de Negócios > Serviços Ambientais,"Esse setor inclui entidades que fornecem consultoria e assistência a empresas e organizações sobre questões ambientais, como o controle da contaminação ambiental de poluentes, substâncias tóxicas e materiais perigosos."
137,Serviços de Recursos Humanos,Serviços Profissionais > Consultoria e Serviços de Negócios > Serviços de Recursos Humanos,"Esse setor inclui entidades que fornecem consultoria e assistência a empresas e organizações em: 1. Políticas, práticas e procedimentos de recursos humanos e de pessoal;"
1862,Serviços de Marketing,Serviços Profissionais > Consultoria e Serviços de Negócios > Serviços de Marketing,"Esse setor inclui entidades que fornecem consultoria operacional e assistência a empresas e outras organizações sobre questões de marketing, como desenvolver objetivos e políticas de marketing, previsão de vendas, desenvolvimento e preços de novos produtos, licenciamento e planejamento de franquias e planejamento e estratégia de marketing."
2401,Consultoria de Operações,Serviços Profissionais > Consultoria e Serviços de Negócios > Consultoria de Operações,Esse setor inclui entidades que fornecem consultoria operacional e assistência a empresas e outras organizações em: 1. Melhoria das operações de fabricação;
123,Consultoria de Terceirização e Offshoring,Serviços Profissionais > Consultoria e Serviços de Negócios > Consultoria de Terceirização e Offshoring,Esse setor inclui entidades que fornecem conselhos operacionais sobre a prática de terceirização e/ou offshoring.
102,Serviços de Gerenciamento Estratégico,Serviços Profissionais > Consultoria e Serviços de Negócios > Serviços de Gerenciamento Estratégico,"Esse setor inclui entidades que aconselham sobre questões administrativas e de gerenciamento, como planejamento financeiro e gerenciamento de ativos, gerenciamento de registros, planejamento de escritórios, planejamento estratégico e organizacional, seleção de sites, novas empresas iniciantes e melhoria de processos de negócios."
99,Serviços de Design,Serviços Profissionais > Serviços de Design,"Este setor inclui entidades que fornecem Serviços de Design especializados (exceto o design de sistemas de arquitetura, engenharia e computadores, que estão em indústrias separadas)."
140,Design Gráfico,Serviços Profissionais > Serviços de Design > Design Gráfico,"Essa indústria inclui entidades que planejam, projetam e gerenciam a produção de comunicação visual para transmitir mensagens ou conceitos específicos, esclarecer informações complexas ou projetos visuais, como no design de materiais impressos, embalagens, publicidade, sistemas de sinalização e logotipos"
3256,Design Regenerativo,Serviços Profissionais > Serviços de Design > Design Regenerativo,"Esse setor inclui entidades que aplicam abordagens de design especializadas para projetar edifícios, produtos e sistemas que são ecologicamente restauradores e inerentemente benéficos para o meio ambiente."
3126,Design de Interiores,Serviços Profissionais > Serviços de Design > Design de Interiores,"Esta indústria inclui entidades que planejam, projetam e administram projetos em espaços internos para atender às necessidades físicas e estéticas das pessoas que os usam, levando em consideração códigos de construção, regulamentos de saúde e segurança, padrões de tráfego e planejamento de piso, necessidades mecânicas e elétricas e e as necessidades mecânicas e elétricas e"
3242,Serviços de Engenharia,Serviços Profissionais > Serviços de Engenharia,"Essa indústria inclui entidades que aplicam leis físicas e princípios de engenharia no projeto, desenvolvimento e utilização de máquinas, materiais, instrumentos, estruturas, processos e sistemas."
3248,Engenharia de Robótica,Serviços Profissionais > Serviços de Engenharia > Engenharia de Robótica,"Esse setor inclui entidades que projetam robôs autônomos ou semi-autônomos usando conhecimento de várias disciplinas de engenharia, como engenharia de computadores, engenharia mecânica, engenharia elétrica, bioengenharia, engenharia de controle e engenharia de software."
3249,Serviços de Levantamento e Mapeamento,Serviços Profissionais > Serviços de Engenharia > Serviços de Levantamento e Mapeamento,"Esse setor inclui entidades que fornecem serviços de levantamento e mapeamento, como serviços de levantamento e mapeamento cartográficos, topográficos e geofísicos."
96,Serviços de TI e Consultoria de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI,"Este setor inclui entidades que: 1. Escreva, modifique, teste e suporte software para atender às necessidades de um cliente;"
118,Segurança de Redes e Computadores,Serviços Profissionais > Serviços de TI e Consultoria de TI > Segurança de Redes e Computadores,"Esse setor inclui entidades que fornecem serviços e tecnologias para proteger os sistemas de computador contra acesso não autorizado, como roubo ou dano a hardware, software ou dados eletrônicos, incluindo a interrupção ou desvio de direção dos serviços que eles prestam."
3244,Serviços de Acessibilidade Digital,Serviços Profissionais > Serviços de TI e Consultoria de TI > Serviços de Acessibilidade Digital,"Esse setor inclui entidades que fornecem serviços e tecnologias que oferecem suporte à acessibilidade digital, como testes de acessibilidade digital, serviços de auditoria e consultoria."
3102,Desenvolvimento de Software Personalizado de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI > Desenvolvimento de Software Personalizado de TI,"Esse setor inclui entidades que se concentram na criação, modificação, teste e suporte de software para atender às necessidades de um cliente específico."
3106,Serviços de Dados do Sistema de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI > Serviços de Dados do Sistema de TI,"Este setor inclui entidades que fornecem experiência humana para coleta de dados, anotação de dados, revisão de dados, normalização de dados e entrada de dados e outros serviços de dados manuais ou semi-automatizados."
1855,Serviços de Design de Sistemas de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI > Serviços de Design de Sistemas de TI,"Esse setor inclui entidades que planejam e projetam sistemas de computador que integram hardware de computador, software e tecnologias de comunicação."
3104,Instalação e Descarte de Sistemas de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI > Instalação e Descarte de Sistemas de TI,"Esse setor inclui entidades que fornecem serviços de TI relacionados à instalação e implantação de novos sistemas de TI, serviços de recuperação de desastres e/ou desinstalação e descarte de sistemas ou componentes de TI não necessários mais necessários."
3103,Operação e Manutenção de Sistemas de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI > Operação e Manutenção de Sistemas de TI,Esse setor inclui entidades que gerenciam e/ou operam os sistemas de computador e/ou instalações de processamento de dados dos clientes (no local ou remoto).
3107,Testes e Avaliações de Sistemas de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI > Testes e Avaliações de Sistemas de TI,Esse setor inclui entidades que fornecem treinamento e avaliação de sistemas e componentes de TI.
3105,Treinamento e Suporte para Sistemas de TI,Serviços Profissionais > Serviços de TI e Consultoria de TI > Treinamento e Suporte para Sistemas de TI,Esse setor inclui entidades que fornecem treinamento e suporte técnico para usuários e mantenedores de sistemas de TI.
10,Serviços Jurídicos,Serviços Profissionais > Serviços Jurídicos,"Esse setor inclui entidades que oferecem serviços jurídicos, como os oferecidos por escritórios de advogados, escritórios de notários, resumo de títulos e escritórios de liquidação e serviços paralegais."
120,Resolução Alternativa de Disputas,Serviços Profissionais > Serviços Jurídicos > Resolução Alternativa de Disputas,"Esse setor inclui entidades (exceto escritórios de advogados, advogados e paralegais, que estão em indústrias separadas) que fornecem serviços de arbitragem e conciliação."
9,Advocacia,Serviços Profissionais > Serviços Jurídicos > Advocacia,"Este setor inclui escritórios de advogados ou advogados (como conselheiros-atos) que fornecem experiência em um intervalo ou em áreas específicas da lei, como direito penal, direito corporativo, direito familiar e imobiliário, direito de patentes, direito imobiliário"
136,Fotografia,Serviços Profissionais > Fotografia,"Este setor inclui entidades que fornecem serviços de fotografia imobiliária, de vídeo ou digital."
70,Serviços de Pesquisa,Serviços Profissionais > Serviços de Pesquisa,Esse setor inclui entidades que conduzem investigação original realizada de forma sistemática para obter novos conhecimentos (pesquisa) e/ou aplicar resultados de pesquisas ou outro conhecimento científico para criar produtos ou processos novos ou significativamente aprimorados (desenvolvimento experimental).
12,Pesquisa de Biotecnologia,Serviços Profissionais > Serviços de Pesquisa > Pesquisa de Biotecnologia,Esta indústria inclui entidades que conduzem pesquisa de biotecnologia (exceto nanobiotecnologia) e desenvolvimento experimental.
114,Pesquisa de Nanotecnologia,Serviços Profissionais > Serviços de Pesquisa > Pesquisa de Nanotecnologia,Esta indústria inclui entidades que conduzem pesquisa de nanotecnologia e desenvolvimento experimental.
130,Grupos de Reflexão,Serviços Profissionais > Serviços de Pesquisa > Grupos de Reflexão,"Essa indústria inclui entidades que conduzem pesquisas e análises em sociologia, psicologia, economia e outros campos em ciências sociais e humanidades."
3243,Serviços para Energia Renovável,Serviços Profissionais > Serviços para Energia Renovável,"Esse setor inclui entidades que prestam serviços para soluções de energia renovável, como instalação de painel solar e serviços de consultoria de energia renovável."
16,Serviços Veterinários,Serviços Profissionais > Serviços Veterinários,"Esta indústria inclui entidades de profissionais veterinários licenciados que praticam medicina veterinária, odontologia ou cirurgia para animais."
1757,Serviços Imobiliários e de Aluguel de Equipamentos,Serviços Imobiliários e de Aluguel de Equipamentos,"Esse setor inclui entidades que alugam, arrendam ou permitem o uso de ativos tangíveis ou intangíveis e entidades que prestam serviços relacionados, como gerenciar imóveis para outros, vender, alugar e/ou comprar imóveis para outros e avaliar imóveis."
1779,Serviços de Aluguel de Equipamentos,Serviços Imobiliários e de Aluguel de Equipamentos > Serviços de Aluguel de Equipamentos,"Esse setor inclui entidades que fornecem uma ampla variedade de bens tangíveis, como automóveis, computadores, bens de consumo e máquinas e equipamentos industriais, para clientes em troca de um pagamento periódico de aluguel ou arrendamento."
1798,Aluguel de Equipamentos Comerciais e Industriais,Serviços Imobiliários e de Aluguel de Equipamentos > Serviços de Aluguel de Equipamentos > Aluguel de Equipamentos Comerciais e Industriais,Esse setor inclui entidades que alugam ou arrendam máquinas e equipamentos do tipo comercial e do tipo industrial-equipamentos de capital ou do tipo investimento que os clientes usam em suas operações comerciais.
1786,Aluguel de Bens de Consumo,Serviços Imobiliários e de Aluguel de Equipamentos > Serviços de Aluguel de Equipamentos > Aluguel de Bens de Consumo,"Esse setor inclui entidades que alugam produtos pessoais e do tipo doméstico, geralmente aluguel de curto prazo, embora, em alguns casos, as mercadorias possam ser alugadas por períodos mais longos."
44,Imobiliária,Serviços Imobiliários e de Aluguel de Equipamentos > Imobiliária,Este setor inclui entidades que alugam ou arrendam imóveis a outras pessoas;
128,Aluguel de Imóveis Não-Residenciais,Serviços Imobiliários e de Aluguel de Equipamentos > Imobiliária > Aluguel de Imóveis Não-Residenciais,"Essa indústria inclui entidades que atuam como arrendadores de edifícios (exceto mini armazéns e unidades de auto-armazenamento, que estão em indústrias separadas) que não são usadas como residências ou habitações."
1759,Aluguel de Imóveis Residenciais,Serviços Imobiliários e de Aluguel de Equipamentos > Imobiliária > Aluguel de Imóveis Residenciais,Essa indústria inclui entidades que atuam como arrendatores de edifícios e residências residenciais.
1770,Agentes Imobiliários e Corretores,Serviços Imobiliários e de Aluguel de Equipamentos > Imobiliária > Agentes Imobiliários e Corretores,Essa indústria inclui entidades que atuam principalmente como agentes e/ou corretores na venda de imóveis para outros;
27,Varejo,Varejo,Esse setor inclui entidades que o varejo de mercadorias geralmente em pequenas quantidades para o público em geral e prestam serviços incidentais à venda da mercadoria.
1339,Varejo de Alimentos e Bebidas,Varejo > Varejo de Alimentos e Bebidas,Esse setor inclui entidades que variam principalmente de mercadorias de alimentos e/ou bebidas de locais fixo de ponto de venda e garantem o armazenamento adequado e as condições sanitárias exigidas pela autoridade regulatória.
22,Mercearias de Varejo,Varejo > Varejo de Alimentos e Bebidas > Mercearias de Varejo,"Essa indústria inclui entidades que variam de uma linha geral de alimentos, como alimentos enlatados e congelados;"
1445,Varejo Online e por Correio,Varejo > Varejo Online e por Correio,Este setor inclui entidades que criam e operam mercados apenas on-line e/ou baseados em correio para a venda de mercadorias.
19,Vestuário e Moda de Varejo,Varejo > Varejo de Vestuário e Moda,Esse setor inclui entidades que varejo de novas roupas e acessórios para roupas de locais fixo de ponto de venda.
1319,"Varejo de Eletrodomésticos, Equipamentos Elétricos e Eletrônicos","Varejo > Varejo de Eletrodomésticos, Equipamentos Elétricos e Eletrônicos","Esse setor inclui entidades que variam principalmente de novos eletrônicos e aparelhos, incluindo aparelhos de aquecimento e refrigeração, de locais no ponto de venda e também podem oferecer manutenção e reparo dos equipamentos e aparelhos eletrônicos."
3186,Varejo de Revendedores de Arte,Varejo > Varejo de Revendedores de Arte,Esta indústria inclui entidades que varejo de obras de arte originais e de edição limitada.
111,Varejo de Materiais de Arte,Varejo > Varejo de Materiais de Arte,Esta indústria inclui entidades que materiais de arte e suprimentos de arte.
1409,Varejo de Livros e Notícias Impressas,Varejo > Varejo de Livros e Notícias Impressas,"Esse setor inclui entidades que variam principalmente de novos livros, jornais, revistas e outros periódicos."
1324,Varejo de Materiais de Construção e Equipamentos de Jardim,Varejo > Varejo de Materiais de Construção e Equipamentos de Jardim,"Esse setor inclui entidades que variam principalmente novos materiais de construção e equipamentos e suprimentos de jardim, incluindo acessórios de hardware e encanamento, de locais fixo de ponto de venda."
1423,Varejo de Floristas,Varejo > Varejo de Floristas,"Esse setor inclui entidades que principalmente varejo de flores, arranjos florais e vasos de plantas compradas de outras pessoas."
1309,Varejo de Móveis e Artigos de Decoração,Varejo > Varejo de Móveis e Artigos de Decoração,"Esse setor inclui entidades que variam principalmente de móveis e móveis domésticos de locais fixo de ponto de venda e muitos oferecem serviços de decoração de interiores, além da venda de produtos."
1370,Varejo de Gasolina,Varejo > Varejo de Gasolina,"Esse setor inclui entidades que principalmente varejo de combustíveis automotivos (por exemplo, gasolina, diesel, gasóleo, combustíveis alternativos) e óleos automotivos ou vendem esses produtos em combinação com itens de loja de conveniência."
1359,Varejo de Produtos de Saúde e Cuidados Pessoais,Varejo > Varejo de Produtos de Saúde e Cuidados Pessoais,"Esse setor inclui entidades que principalmente varejo de saúde e cuidados pessoais de mercadorias de locais fixo de ponto de venda e podem oferecer serviços relacionados ao varejo, aconselhamento de clientes e/ou ajustar o produto vendido às necessidades do cliente."
3250,Varejo de Farmácias,Varejo > Varejo de Produtos de Saúde e Cuidados Pessoais > Varejo de Farmácias,Esse setor inclui entidades que medicamentos e medicamentos sem receita médica ou sem receita médica.
143,Varejo de Artigos de Luxo e Jóias,Varejo > Varejo de Artigos de Luxo e Jóias,Este setor inclui entidades que o varejo um ou mais dos seguintes itens: 1. Novas jóias (exceto as jóias);
1292,Varejo de Veículos Motorizados,Varejo > Varejo de Veículos Motorizados,Esse setor inclui entidades que principalmente veículos a motor e peças de varejo de locais fixo de ponto de venda e também fornecem serviços de reparo e manutenção para veículos.
1407,Varejo de Instrumentos Musicais,Varejo > Varejo de Instrumentos Musicais,"Esta indústria inclui entidades que variam principalmente novos instrumentos musicais, partituras e suprimentos relacionados;"
138,Varejo de Equipamentos de Escritório,Varejo > Varejo de Equipamentos de Escritório,"Esse setor inclui entidades que equipamentos de escritório de varejo, como impressoras, copiadoras e outras máquinas gerais de escritório."
1424,Varejo de Artigos de Escritório e Presentes,Varejo > Varejo de Artigos de Escritório e Presentes,"Esse setor inclui entidades que variam principalmente novos material de escritório, artigos de papelaria, presentes, mercadorias de novidades e lembranças."
1431,Varejo de Materiais Recicláveis e Mercadorias Usadas,Varejo > Varejo de Materiais Recicláveis e Mercadorias Usadas,"Esse setor inclui entidades que principalmente varejo usavam mercadorias, antiguidades e produtos de segunda mão (exceto veículos a motor, como automóveis, trailers, motocicletas e barcos; peças de veículos a motor; pneus; e casas móveis, que estão em indústrias separadas)."
1594,"Tecnologia, Informação e Mídia","Tecnologia, Informação e Mídia","Esse setor inclui entidades que produzem produtos de tecnologia, como análise de software e dados, e fornecem os meios para transmitir ou distribuir esses produtos."
3133,Mídia e Telecomunicações,"Tecnologia, Informação e Mídia > Mídia e Telecomunicações","Esse setor inclui entidades que fornecem telecomunicações e serviços relacionados e produção e distribuição de mídia, incluindo mídia de transmissão, filmes, gravações de som e animação."
82,Publicação de Livros e Periódicos,"Tecnologia, Informação e Mídia > Mídia e Telecomunicações > Publicação de Livros e Periódicos","Esse setor inclui entidades que publicam jornais, revistas, outros periódicos e livros, além de diretórios e listas de discussão."
1602,Publicação de Livros,"Tecnologia, Informação e Mídia > Mídia e Telecomunicações > Publicação de Livros e Periódicos > Publicação de Livros","Esta indústria inclui entidades conhecidas como editores de livros que realizam atividades de design, edição e marketing necessárias para produzir e distribuir livros, em formulário de impressão, eletrônico ou áudio."
